family,condition,temperature_bin,cycle,capacity_test_mAh,temperature_mean_C,temperature_min_C,temperature_max_C,full_discharge_mAh,total_rows,soc_start,soc_end,soh,replicate_index,replicate_count,new_relative_path,file_size_bytes
random,Congested,25C,308,1347.8,24.184728,24.1,24.6,1347.9,14654,1,0,0.9171203,1,1,random\25C\random_congested_cycle308_cap1347p8mAh.csv,744528
random,Congested,25C,308,1351.0,24.483368,24.4,24.8,1351.4,14737,1,0,0.92489902,1,1,random\25C\random_congested_cycle308_cap1351p0mAh.csv,758183
random,Congested,25C,308,1353.0,24.52551,24.5,24.7,1354.1,14759,1,0,0.92210182,1,1,random\25C\random_congested_cycle308_cap1353p0mAh.csv,760962
random,Congested,25C,308,1354.0,24.519851,24.4,24.7,1353.4,13259,1,0,0.9279057,1,1,random\25C\random_congested_cycle308_cap1354p0mAh.csv,671407
random,Congested,25C,308,1359.5,24.837415,24.8,25.2,1358.9,17728,1,0,0.91976186,1,1,random\25C\random_congested_cycle308_cap1359p5mAh.csv,903081
random,Congested,25C,308,1368.0,24.134931,24.0,24.5,1368.6,16338,1,0,0.92915846,1,1,random\25C\random_congested_cycle308_cap1368p0mAh.csv,831737
random,Congested,25C,308,1368.7,24.40033,24.3,24.8,1369.0,13324,1,0,0.92492229,1,1,random\25C\random_congested_cycle308_cap1368p7mAh.csv,679651
random,Congested,25C,308,1384.3,24.755252,24.6,25.2,1385.3,14861,1,0,0.93225133,1,1,random\25C\random_congested_cycle308_cap1384p3mAh.csv,763327
random,Congested,25C,308,1385.5,24.613592,24.5,24.9,1386.0,18606,1,0,0.93760574,1,1,random\25C\random_congested_cycle308_cap1385p5mAh.csv,957312
random,Congested,25C,308,1392.9,24.745581,24.7,25.0,1393.2,15151,1,0,0.93747476,1,1,random\25C\random_congested_cycle308_cap1392p9mAh.csv,769397
random,Congested,25C,310,1373.8,24.737012,24.6,25.1,1374.5,17778,1,0,0.9191142,1,1,random\25C\random_congested_cycle310_cap1373p8mAh.csv,905833
random,Congested,25C,312,1271.7,24.760645,24.7,25.2,1272.6,16435,1,0,0.85624832,1,1,random\25C\random_congested_cycle312_cap1271p7mAh.csv,837290
random,Congested,25C,312,1320.2,24.315068,24.2,24.6,1321.8,12822,1,0,0.89705782,1,1,random\25C\random_congested_cycle312_cap1320p2mAh.csv,658852
random,Congested,25C,312,1321.7,24.583478,24.5,25.0,1322.1,15785,1,0,0.9016304,1,1,random\25C\random_congested_cycle312_cap1321p7mAh.csv,800785
random,Congested,25C,312,1343.2,24.942504,24.9,25.1,1343.6,17243,1,0,0.91442576,1,1,random\25C\random_congested_cycle312_cap1343p2mAh.csv,868076
random,Congested,25C,312,1358.2,24.804693,24.7,25.1,1358.9,15855,1,0,0.91671166,1,1,random\25C\random_congested_cycle312_cap1358p2mAh.csv,804473
random,Congested,25C,313,1315.1,24.179365,24.1,24.6,1316.3,16511,1,0,0.89486935,1,1,random\25C\random_congested_cycle313_cap1315p1mAh.csv,836202
random,Congested,25C,313,1316.8,24.489049,24.4,24.9,1316.1,16592,1,0,0.90148559,1,1,random\25C\random_congested_cycle313_cap1316p8mAh.csv,849483
random,Congested,25C,313,1318.6,24.54376,24.5,24.8,1319.3,14881,1,0,0.8986574,1,1,random\25C\random_congested_cycle313_cap1318p6mAh.csv,768072
random,Congested,25C,313,1320.3,24.512667,24.5,24.7,1321.8,19737,1,0,0.90481086,1,1,random\25C\random_congested_cycle313_cap1320p3mAh.csv,997869
random,Congested,25C,313,1324.4,24.894122,24.8,25.2,1324.5,14681,1,0,0.89601515,1,1,random\25C\random_congested_cycle313_cap1324p4mAh.csv,741276
random,Congested,25C,313,1333.7,24.140289,24.0,24.6,1334.4,17290,1,0,0.90586158,1,1,random\25C\random_congested_cycle313_cap1333p7mAh.csv,878797
random,Congested,25C,313,1334.3,24.409042,24.3,24.8,1335.7,14422,1,0,0.9016759,1,1,random\25C\random_congested_cycle313_cap1334p3mAh.csv,738059
random,Congested,25C,313,1351.5,24.737975,24.6,25.1,1352.2,19189,1,0,0.9101623,1,1,random\25C\random_congested_cycle313_cap1351p5mAh.csv,978485
random,Congested,25C,313,1353.2,24.657432,24.6,24.9,1354.0,14835,1,0,0.91574745,1,1,random\25C\random_congested_cycle313_cap1353p2mAh.csv,767710
random,Congested,25C,313,1362.1,24.755743,24.7,25.0,1362.8,16646,1,0,0.91674519,1,1,random\25C\random_congested_cycle313_cap1362p1mAh.csv,838798
random,Congested,25C,315,1339.1,24.800263,24.7,25.1,1339.9,13674,1,0,0.89589884,1,1,random\25C\random_congested_cycle315_cap1339p1mAh.csv,693660
random,Congested,25C,317,1235.7,24.793742,24.7,25.2,1237.7,13982,1,0,0.83200916,1,1,random\25C\random_congested_cycle317_cap1235p7mAh.csv,709716
random,Congested,25C,317,1282.4,24.236831,24.2,24.6,1284.6,16869,1,0,0.87137324,1,1,random\25C\random_congested_cycle317_cap1282p4mAh.csv,862328
random,Congested,25C,317,1285.8,24.584704,24.5,25.0,1287.0,13696,1,0,0.87714032,1,1,random\25C\random_congested_cycle317_cap1285p8mAh.csv,691386
random,Congested,25C,317,1308.9,24.91419,24.9,25.0,1311.2,14186,1,0,0.89107495,1,1,random\25C\random_congested_cycle317_cap1308p9mAh.csv,725498
random,Congested,25C,317,1321.6,24.741995,24.6,25.1,1323.1,18357,1,0,0.89200864,1,1,random\25C\random_congested_cycle317_cap1321p6mAh.csv,930092
random,Congested,25C,318,1281.8,24.454995,24.3,24.9,1282.9,18107,1,0,0.87752447,1,1,random\25C\random_congested_cycle318_cap1281p8mAh.csv,921382
random,Congested,25C,318,1282.4,24.526027,24.4,24.7,1284.4,14020,1,0,0.87883772,1,1,random\25C\random_congested_cycle318_cap1282p4mAh.csv,707063
random,Congested,25C,318,1283.8,24.193531,24.1,24.6,1285.1,14515,1,0,0.87357104,1,2,random\25C\random_congested_cycle318_cap1283p8mAh_rep01.csv,739198
random,Congested,25C,318,1283.8,24.547074,24.4,24.8,1283.7,13090,1,0,0.87494037,2,2,random\25C\random_congested_cycle318_cap1283p8mAh_rep02.csv,669698
random,Congested,25C,318,1288.8,24.850669,24.8,25.1,1289.2,12706,1,0,0.87193018,1,1,random\25C\random_congested_cycle318_cap1288p8mAh.csv,652369
random,Congested,25C,318,1296.6,24.395142,24.3,24.7,1298.4,14410,1,0,0.87619949,1,1,random\25C\random_congested_cycle318_cap1296p6mAh.csv,734641
random,Congested,25C,318,1297.7,24.15817,24.1,24.6,1301.0,16254,1,0,0.88141004,1,1,random\25C\random_congested_cycle318_cap1297p7mAh.csv,825018
random,Congested,25C,318,1316.4,24.746635,24.6,25.2,1317.8,15467,1,0,0.88652435,1,1,random\25C\random_congested_cycle318_cap1316p4mAh.csv,783699
random,Congested,25C,318,1323.3,24.638658,24.6,24.9,1325.4,13622,1,0,0.8955133,1,1,random\25C\random_congested_cycle318_cap1323p3mAh.csv,701481
random,Congested,25C,318,1334.7,24.744681,24.7,24.9,1337.4,14626,1,0,0.89830394,1,1,random\25C\random_congested_cycle318_cap1334p7mAh.csv,741745
random,Congested,25C,320,1298.8,24.806132,24.6,25.1,1300.2,12819,1,0,0.86893691,1,1,random\25C\random_congested_cycle320_cap1298p8mAh.csv,647729
random,Congested,25C,322,1248.4,24.256178,24.2,24.5,1251.3,14041,1,0,0.84827071,1,1,random\25C\random_congested_cycle322_cap1248p4mAh.csv,712521
random,Congested,25C,322,1254.4,24.551638,24.5,24.9,1256.6,16571,1,0,0.85572004,1,1,random\25C\random_congested_cycle322_cap1254p4mAh.csv,831717
random,Congested,25C,322,1281.2,24.905425,24.8,25.0,1283.8,15983,1,0,0.87221731,1,1,random\25C\random_congested_cycle322_cap1281p2mAh.csv,814847
random,Congested,25C,322,1289.5,24.748035,24.7,25.0,1293.0,15060,1,0,0.87034287,1,1,random\25C\random_congested_cycle322_cap1289p5mAh.csv,763126
random,Congested,25C,323,1250.2,24.502417,24.4,24.7,1254.2,14234,1,0,0.85677083,1,1,random\25C\random_congested_cycle323_cap1250p2mAh.csv,716115
random,Congested,25C,323,1251.5,24.569724,24.4,24.8,1253.5,10599,1,0,0.85292715,1,1,random\25C\random_congested_cycle323_cap1251p5mAh.csv,546318
random,Congested,25C,323,1252.6,24.452391,24.3,24.8,1255.5,16417,1,0,0.85753406,1,1,random\25C\random_congested_cycle323_cap1252p6mAh.csv,838368
random,Congested,25C,323,1256.8,24.824492,24.7,25.1,1258.6,16471,1,0,0.85028077,1,1,random\25C\random_congested_cycle323_cap1256p8mAh.csv,835485
random,Congested,25C,323,1257.6,24.157312,24.1,24.6,1259.6,15742,1,0,0.85574306,1,1,random\25C\random_congested_cycle323_cap1257p6mAh.csv,799760
random,Congested,25C,323,1263.3,24.380547,24.3,24.8,1264.4,12471,1,0,0.85369645,1,1,random\25C\random_congested_cycle323_cap1263p3mAh.csv,636407
random,Congested,25C,323,1266.8,24.13558,24.0,24.6,1269.6,16928,1,0,0.86042247,1,1,random\25C\random_congested_cycle323_cap1266p8mAh.csv,855472
random,Congested,25C,323,1288.3,24.729545,24.6,25.2,1289.6,15241,1,0,0.86760051,1,1,random\25C\random_congested_cycle323_cap1288p3mAh.csv,774417
random,Congested,25C,323,1293.2,24.619487,24.5,24.9,1297.4,15667,1,0,0.8751438,1,1,random\25C\random_congested_cycle323_cap1293p2mAh.csv,808102
random,Congested,25C,323,1308.6,24.724062,24.7,25.0,1309.9,15090,1,0,0.88073765,1,1,random\25C\random_congested_cycle323_cap1308p6mAh.csv,764073
random,Congested,25C,325,1264.8,24.764568,24.7,25.1,1266.9,12709,1,0,0.84618987,1,1,random\25C\random_congested_cycle325_cap1264p8mAh.csv,645308
random,Congested,25C,327,1210.9,24.274348,24.1,24.6,1214.0,13071,1,0,0.82278997,1,1,random\25C\random_congested_cycle327_cap1210p9mAh.csv,658627
random,Congested,25C,327,1218.6,24.538092,24.4,24.9,1220.7,14683,1,0,0.83129818,1,1,random\25C\random_congested_cycle327_cap1218p6mAh.csv,745144
random,Congested,25C,327,1249.5,24.901309,24.8,25.0,1254.2,15282,1,0,0.85063653,1,1,random\25C\random_congested_cycle327_cap1249p5mAh.csv,782397
random,Congested,25C,327,1261.4,24.762788,24.7,25.1,1264.1,13176,1,0,0.85137689,1,1,random\25C\random_congested_cycle327_cap1261p4mAh.csv,663085
random,Congested,25C,328,1211.6,24.521902,24.4,24.7,1214.1,10602,1,0,0.83031798,1,1,random\25C\random_congested_cycle328_cap1211p6mAh.csv,535229
random,Congested,25C,328,1213.1,24.508675,24.4,24.8,1215.1,14456,1,0,0.82675663,1,1,random\25C\random_congested_cycle328_cap1213p1mAh.csv,737882
random,Congested,25C,328,1218.5,24.449134,24.3,24.8,1222.6,14664,1,0,0.83418909,1,1,random\25C\random_congested_cycle328_cap1218p5mAh.csv,750605
random,Congested,25C,328,1222.3,24.860006,24.7,25.2,1223.8,13292,1,0,0.82693999,1,1,random\25C\random_congested_cycle328_cap1222p3mAh.csv,669076
random,Congested,25C,328,1227.2,24.349406,24.3,24.7,1230.5,15243,1,0,0.82930126,1,1,random\25C\random_congested_cycle328_cap1227p2mAh.csv,782433
random,Congested,25C,328,1227.5,24.129585,24.1,24.6,1229.7,17475,1,0,0.8352613,1,1,random\25C\random_congested_cycle328_cap1227p5mAh.csv,893878
random,Congested,25C,328,1230.9,24.140128,24.0,24.6,1235.4,16303,1,0,0.83603885,1,1,random\25C\random_congested_cycle328_cap1230p9mAh.csv,824518
random,Congested,25C,328,1256.4,24.718435,24.6,25.2,1259.0,14695,1,0,0.84611758,1,1,random\25C\random_congested_cycle328_cap1256p4mAh.csv,749908
random,Congested,25C,328,1265.5,24.61842,24.5,24.9,1268.3,13990,1,0,0.85639846,1,1,random\25C\random_congested_cycle328_cap1265p5mAh.csv,721745
random,Congested,25C,328,1284.3,24.753708,24.7,25.0,1286.2,13888,1,0,0.86438282,1,1,random\25C\random_congested_cycle328_cap1284p3mAh.csv,705476
random,Congested,25C,330,1227.3,24.728734,24.6,25.1,1230.3,14930,1,0,0.82110122,1,1,random\25C\random_congested_cycle330_cap1227p3mAh.csv,762857
random,Highway,25C,285,1485.2,25.213715,24.8,26.1,1469.4,5432,1,0,1.0,1,1,random\25C\random_highway_cycle285_cap1485p2mAh.csv,283349
random,Highway,25C,289,1432.3,25.20197,24.8,25.7,1425.6,5075,1,0,0.9643819,1,1,random\25C\random_highway_cycle289_cap1432p3mAh.csv,266394
random,Highway,25C,295,1465.9,24.847946,24.5,25.2,1451.4,5696,1,0,1.0,1,1,random\25C\random_highway_cycle295_cap1465p9mAh.csv,291562
random,Highway,25C,295,1471.7,24.662318,24.2,25.1,1457.2,4384,1,0,1.0,1,1,random\25C\random_highway_cycle295_cap1471p7mAh.csv,229812
random,Highway,25C,296,1459.2,24.692994,24.5,25.0,1446.1,5167,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1459p2mAh.csv,267180
random,Highway,25C,296,1460.7,24.856992,24.4,25.2,1446.9,5027,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1460p7mAh.csv,264692
random,Highway,25C,296,1467.3,24.863715,24.5,25.2,1453.3,4947,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1467p3mAh.csv,260274
random,Highway,25C,296,1468.9,25.018534,24.9,25.2,1458.4,5293,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1468p9mAh.csv,275470
random,Highway,25C,296,1469.6,24.421423,24.1,24.9,1455.5,6227,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1469p6mAh.csv,327240
random,Highway,25C,296,1472.3,24.384789,24.1,24.9,1459.9,6022,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1472p3mAh.csv,319393
random,Highway,25C,296,1477.7,25.051223,24.6,25.5,1467.9,4496,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1477p7mAh.csv,235775
random,Highway,25C,296,1478.1,25.187991,24.8,25.6,1461.9,5621,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1478p1mAh.csv,293885
random,Highway,25C,296,1479.8,24.672046,24.3,25.1,1465.0,5577,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1479p8mAh.csv,293779
random,Highway,25C,296,1481.6,25.274664,24.7,26.0,1471.2,4468,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1481p6mAh.csv,232960
random,Highway,25C,296,1484.9,24.953266,24.7,25.5,1472.7,6537,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1484p9mAh.csv,341846
random,Highway,25C,296,1485.8,24.820454,24.7,25.0,1475.8,7226,1,0,1.0,1,1,random\25C\random_highway_cycle296_cap1485p8mAh.csv,377192
random,Highway,25C,297,1372.7,25.189685,24.8,25.6,1366.9,5080,1,0,0.92425263,1,1,random\25C\random_highway_cycle297_cap1372p7mAh.csv,266623
random,Highway,25C,298,1494.7,25.263127,24.7,25.8,1477.9,4822,1,0,1.0,1,1,random\25C\random_highway_cycle298_cap1494p7mAh.csv,252355
random,Highway,25C,299,1417.1,24.864957,24.5,25.2,1411.5,5479,1,0,0.96670987,1,1,random\25C\random_highway_cycle299_cap1417p1mAh.csv,284737
random,Highway,25C,299,1419.9,24.755679,24.2,25.5,1412.2,4059,1,0,0.96480261,1,1,random\25C\random_highway_cycle299_cap1419p9mAh.csv,210372
random,Highway,25C,300,1411.9,24.830619,24.5,25.0,1405.0,3844,1,0,0.96758498,1,1,random\25C\random_highway_cycle300_cap1411p9mAh.csv,199019
random,Highway,25C,300,1412.3,24.967211,24.5,25.4,1406.5,4407,1,0,0.9668652,1,1,random\25C\random_highway_cycle300_cap1412p3mAh.csv,231491
random,Highway,25C,300,1416.6,24.396448,24.2,24.9,1411.9,6503,1,0,0.96393576,1,1,random\25C\random_highway_cycle300_cap1416p6mAh.csv,339733
random,Highway,25C,300,1416.7,24.709343,24.5,24.9,1412.2,5962,1,0,0.96551489,1,1,random\25C\random_highway_cycle300_cap1416p7mAh.csv,315987
random,Highway,25C,300,1426.1,25.228931,24.8,25.7,1419.7,4884,1,0,0.9648197,1,1,random\25C\random_highway_cycle300_cap1426p1mAh.csv,256387
random,Highway,25C,300,1428.6,24.462069,24.1,24.9,1423.0,5829,1,0,0.97031855,1,1,random\25C\random_highway_cycle300_cap1428p6mAh.csv,305438
random,Highway,25C,300,1430.2,24.751778,24.4,25.2,1424.0,4809,1,0,0.96648196,1,1,random\25C\random_highway_cycle300_cap1430p2mAh.csv,252016
random,Highway,25C,300,1432.1,25.122513,24.9,25.3,1425.7,4171,1,0,0.97494724,1,1,random\25C\random_highway_cycle300_cap1432p1mAh.csv,217360
random,Highway,25C,300,1439.6,25.087651,24.6,25.6,1431.6,3887,1,0,0.97421669,1,1,random\25C\random_highway_cycle300_cap1439p6mAh.csv,203682
random,Highway,25C,300,1440.5,25.38102,24.7,26.4,1432.6,4647,1,0,0.970099,1,1,random\25C\random_highway_cycle300_cap1440p5mAh.csv,243258
random,Highway,25C,300,1443.5,25.005639,24.7,25.4,1437.9,5923,1,0,0.97428456,1,1,random\25C\random_highway_cycle300_cap1443p5mAh.csv,306595
random,Highway,25C,300,1447.1,24.96755,24.7,25.3,1441.4,5054,1,0,0.97395343,1,1,random\25C\random_highway_cycle300_cap1447p1mAh.csv,260918
random,Highway,25C,302,1338.4,25.518585,24.8,26.2,1332.9,3788,1,0,0.90115809,1,1,random\25C\random_highway_cycle302_cap1338p4mAh.csv,198362
random,Highway,25C,302,1438.9,25.044232,24.7,25.3,1432.7,5903,1,0,0.96266809,1,1,random\25C\random_highway_cycle302_cap1438p9mAh.csv,307760
random,Highway,25C,307,1302.8,25.527112,24.7,26.5,1296.6,3729,1,0,0.87718826,1,1,random\25C\random_highway_cycle307_cap1302p8mAh.csv,195525
random,Highway,25C,307,1353.8,25.034494,24.5,25.7,1349.4,4395,1,0,0.92352821,1,1,random\25C\random_highway_cycle307_cap1353p8mAh.csv,223963
random,Highway,25C,307,1355.7,24.681945,24.2,25.1,1350.3,4431,1,0,0.92117959,1,1,random\25C\random_highway_cycle307_cap1355p7mAh.csv,228737
random,Highway,25C,307,1379.7,25.083662,24.9,25.3,1375.6,4266,1,0,0.93927429,1,1,random\25C\random_highway_cycle307_cap1379p7mAh.csv,222073
random,Highway,25C,307,1394.2,25.315383,24.7,26.3,1386.1,3894,1,0,0.94100972,1,1,random\25C\random_highway_cycle307_cap1394p2mAh.csv,200015
random,Highway,25C,308,1347.8,24.761403,24.1,25.9,1344.0,4262,1,0,0.9171203,1,1,random\25C\random_highway_cycle308_cap1347p8mAh.csv,221444
random,Highway,25C,308,1351.0,24.978613,24.5,25.6,1345.8,4325,1,0,0.92489902,1,1,random\25C\random_highway_cycle308_cap1351p0mAh.csv,226301
random,Highway,25C,308,1353.0,24.719202,24.5,25.0,1348.3,5442,1,0,0.92210182,1,1,random\25C\random_highway_cycle308_cap1353p0mAh.csv,286558
random,Highway,25C,308,1354.0,24.74774,24.5,25.1,1349.8,4248,1,0,0.9279057,1,1,random\25C\random_highway_cycle308_cap1354p0mAh.csv,219809
random,Highway,25C,308,1359.5,25.331447,24.8,25.9,1354.5,4029,1,0,0.91976186,1,1,random\25C\random_highway_cycle308_cap1359p5mAh.csv,211227
random,Highway,25C,308,1368.0,24.56823,24.1,25.4,1363.4,4775,1,0,0.92915846,1,1,random\25C\random_highway_cycle308_cap1368p0mAh.csv,248480
random,Highway,25C,308,1368.7,24.557416,24.3,24.9,1364.6,6641,1,0,0.92492229,1,1,random\25C\random_highway_cycle308_cap1368p7mAh.csv,348697
random,Highway,25C,308,1384.3,24.998537,24.7,25.4,1379.4,6013,1,0,0.93225133,1,1,random\25C\random_highway_cycle308_cap1384p3mAh.csv,315480
random,Highway,25C,308,1385.5,25.02446,24.6,25.6,1378.6,4493,1,0,0.93760574,1,1,random\25C\random_highway_cycle308_cap1385p5mAh.csv,234950
random,Highway,25C,308,1392.9,25.034311,24.7,25.5,1388.0,4328,1,0,0.93747476,1,1,random\25C\random_highway_cycle308_cap1392p9mAh.csv,221724
random,Highway,25C,310,1373.8,25.252582,24.7,25.8,1366.9,4570,1,0,0.9191142,1,1,random\25C\random_highway_cycle310_cap1373p8mAh.csv,238368
random,Highway,25C,312,1271.7,25.460395,24.7,26.6,1265.8,3795,1,0,0.85624832,1,1,random\25C\random_highway_cycle312_cap1271p7mAh.csv,195536
random,Highway,25C,312,1320.2,24.784325,24.2,25.7,1311.9,3579,1,0,0.89705782,1,1,random\25C\random_highway_cycle312_cap1320p2mAh.csv,185281
random,Highway,25C,312,1321.7,24.941339,24.5,25.8,1316.7,5017,1,0,0.9016304,1,1,random\25C\random_highway_cycle312_cap1321p7mAh.csv,259505
random,Highway,25C,312,1343.2,25.030285,24.9,25.2,1339.2,4844,1,0,0.91442576,1,1,random\25C\random_highway_cycle312_cap1343p2mAh.csv,248603
random,Highway,25C,312,1358.2,25.003893,24.7,25.6,1352.3,6011,1,0,0.91671166,1,1,random\25C\random_highway_cycle312_cap1358p2mAh.csv,307423
random,Highway,25C,313,1315.1,24.476176,24.1,25.0,1311.6,5952,1,0,0.89486935,1,1,random\25C\random_highway_cycle313_cap1315p1mAh.csv,311879
random,Highway,25C,313,1316.8,24.773055,24.5,25.1,1311.8,5270,1,0,0.90148559,1,1,random\25C\random_highway_cycle313_cap1316p8mAh.csv,276775
random,Highway,25C,313,1318.6,24.689289,24.5,25.0,1315.0,5770,1,0,0.8986574,1,1,random\25C\random_highway_cycle313_cap1318p6mAh.csv,303826
random,Highway,25C,313,1320.3,24.855765,24.5,25.3,1314.3,3920,1,0,0.90481086,1,1,random\25C\random_highway_cycle313_cap1320p3mAh.csv,202060
random,Highway,25C,313,1324.4,25.018213,24.8,25.3,1321.5,6177,1,0,0.89601515,1,1,random\25C\random_highway_cycle313_cap1324p4mAh.csv,321833
random,Highway,25C,313,1333.7,24.570439,24.1,25.1,1330.1,4851,1,0,0.90586158,1,1,random\25C\random_highway_cycle313_cap1333p7mAh.csv,252020
random,Highway,25C,313,1334.3,24.878172,24.3,25.6,1327.8,4366,1,0,0.9016759,1,1,random\25C\random_highway_cycle313_cap1334p3mAh.csv,228320
random,Highway,25C,313,1351.5,25.363322,24.7,26.7,1346.1,4166,1,0,0.9101623,1,1,random\25C\random_highway_cycle313_cap1351p5mAh.csv,217941
random,Highway,25C,313,1353.2,24.812246,24.6,25.2,1348.3,5806,1,0,0.91574745,1,1,random\25C\random_highway_cycle313_cap1353p2mAh.csv,306684
random,Highway,25C,313,1362.1,24.84812,24.7,25.1,1359.5,6675,1,0,0.91674519,1,1,random\25C\random_highway_cycle313_cap1362p1mAh.csv,344934
random,Highway,25C,315,1339.1,25.326536,24.7,26.2,1332.5,3987,1,0,0.89589884,1,1,random\25C\random_highway_cycle315_cap1339p1mAh.csv,206893
random,Highway,25C,317,1235.7,25.003837,24.7,25.5,1232.6,5916,1,0,0.83200916,1,1,random\25C\random_highway_cycle317_cap1235p7mAh.csv,306020
random,Highway,25C,317,1282.4,24.74695,24.2,25.5,1274.4,3934,1,0,0.87137324,1,1,random\25C\random_highway_cycle317_cap1282p4mAh.csv,202697
random,Highway,25C,317,1285.8,24.874482,24.5,25.4,1282.0,5024,1,0,0.87714032,1,1,random\25C\random_highway_cycle317_cap1285p8mAh.csv,256474
random,Highway,25C,317,1308.9,25.050779,24.9,25.4,1303.7,4299,1,0,0.89107495,1,1,random\25C\random_highway_cycle317_cap1308p9mAh.csv,221069
random,Highway,25C,317,1321.6,25.297587,24.7,26.1,1314.6,4145,1,0,0.89200864,1,1,random\25C\random_highway_cycle317_cap1321p6mAh.csv,213236
random,Highway,25C,318,1281.8,25.131677,24.4,26.6,1274.9,3441,1,0,0.87752447,1,1,random\25C\random_highway_cycle318_cap1281p8mAh.csv,179155
random,Highway,25C,318,1282.4,24.762581,24.5,25.0,1278.3,4300,1,0,0.87883772,1,1,random\25C\random_highway_cycle318_cap1282p4mAh.csv,219769
random,Highway,25C,318,1283.8,24.542052,24.1,25.2,1280.6,5272,1,0,0.87357104,1,2,random\25C\random_highway_cycle318_cap1283p8mAh_rep01.csv,270839
random,Highway,25C,318,1283.8,24.857794,24.5,25.2,1279.5,4298,1,0,0.87494037,2,2,random\25C\random_highway_cycle318_cap1283p8mAh_rep02.csv,223761
random,Highway,25C,318,1288.8,25.280429,24.8,26.0,1283.3,4011,1,0,0.87193018,1,1,random\25C\random_highway_cycle318_cap1288p8mAh.csv,208478
random,Highway,25C,318,1296.6,24.572603,24.4,24.9,1292.1,6581,1,0,0.87619949,1,1,random\25C\random_highway_cycle318_cap1296p6mAh.csv,343654
random,Highway,25C,318,1297.7,24.63724,24.1,25.1,1293.2,4514,1,0,0.88141004,1,1,random\25C\random_highway_cycle318_cap1297p7mAh.csv,232637
random,Highway,25C,318,1316.4,25.060843,24.7,25.6,1312.9,5312,1,0,0.88652435,1,1,random\25C\random_highway_cycle318_cap1316p4mAh.csv,273531
random,Highway,25C,318,1323.3,24.888373,24.6,25.3,1318.4,4885,1,0,0.8955133,1,1,random\25C\random_highway_cycle318_cap1323p3mAh.csv,257400
random,Highway,25C,318,1334.7,24.925112,24.7,25.2,1330.0,5117,1,0,0.89830394,1,1,random\25C\random_highway_cycle318_cap1334p7mAh.csv,262063
random,Highway,25C,320,1298.8,25.266431,24.7,26.3,1291.0,4105,1,0,0.86893691,1,1,random\25C\random_highway_cycle320_cap1298p8mAh.csv,211394
random,Highway,25C,322,1248.4,24.454671,24.2,24.9,1242.0,5063,1,0,0.84827071,1,1,random\25C\random_highway_cycle322_cap1248p4mAh.csv,260492
random,Highway,25C,322,1254.4,25.074592,24.5,25.7,1248.6,3924,1,0,0.85572004,1,1,random\25C\random_highway_cycle322_cap1254p4mAh.csv,198199
random,Highway,25C,322,1281.2,24.982704,24.9,25.2,1276.4,5221,1,0,0.87221731,1,1,random\25C\random_highway_cycle322_cap1281p2mAh.csv,269329
random,Highway,25C,322,1289.5,25.000094,24.7,25.5,1285.7,5340,1,0,0.87034287,1,1,random\25C\random_highway_cycle322_cap1289p5mAh.csv,274780
random,Highway,25C,323,1250.2,24.617777,24.5,24.8,1246.0,5614,1,0,0.85677083,1,1,random\25C\random_highway_cycle323_cap1250p2mAh.csv,288394
random,Highway,25C,323,1251.5,24.873594,24.5,25.2,1245.6,4162,1,0,0.85292715,1,1,random\25C\random_highway_cycle323_cap1251p5mAh.csv,215807
random,Highway,25C,323,1252.6,24.691583,24.4,25.1,1248.4,5548,1,0,0.85753406,1,1,random\25C\random_highway_cycle323_cap1252p6mAh.csv,289339
random,Highway,25C,323,1256.8,25.270709,24.8,25.8,1252.2,4032,1,0,0.85028077,1,1,random\25C\random_highway_cycle323_cap1256p8mAh.csv,209614
random,Highway,25C,323,1257.6,24.666978,24.1,25.4,1252.9,4385,1,0,0.85574306,1,1,random\25C\random_highway_cycle323_cap1257p6mAh.csv,224938
random,Highway,25C,323,1263.3,24.768421,24.3,25.1,1258.7,4313,1,0,0.85369645,1,1,random\25C\random_highway_cycle323_cap1263p3mAh.csv,223661
random,Highway,25C,323,1266.8,24.779722,24.1,25.3,1263.1,3955,1,0,0.86042247,1,1,random\25C\random_highway_cycle323_cap1266p8mAh.csv,204932
random,Highway,25C,323,1288.3,24.937799,24.7,25.4,1285.0,5889,1,0,0.86760051,1,1,random\25C\random_highway_cycle323_cap1288p3mAh.csv,301613
random,Highway,25C,323,1293.2,24.776373,24.6,25.1,1290.5,5883,1,0,0.8751438,1,1,random\25C\random_highway_cycle323_cap1293p2mAh.csv,307728
random,Highway,25C,323,1308.6,24.88561,24.7,25.2,1305.2,5483,1,0,0.88073765,1,1,random\25C\random_highway_cycle323_cap1308p6mAh.csv,280124
