family,condition,temperature_bin,cycle,capacity_test_mAh,temperature_mean_C,temperature_min_C,temperature_max_C,full_discharge_mAh,total_rows,soc_start,soc_end,soh,replicate_index,replicate_count,new_relative_path,file_size_bytes
detailed,ARTERIAL,10C,288,1390.3,9.381187,8.7,10.1,1392.2,7734,1,0,0.94462563,1,1,detailed\10C\detailed_arterial_cycle288_cap1390p3mAh.csv,393237
detailed,ARTERIAL,10C,291,1360.2,9.3862447,8.7,10.2,1362.7,7568,1,0,0.92417448,1,1,detailed\10C\detailed_arterial_cycle291_cap1360p2mAh.csv,384863
detailed,ARTERIAL,10C,294,1337.0,9.3908688,8.7,10.3,1340.4,7447,1,0,0.90841147,1,1,detailed\10C\detailed_arterial_cycle294_cap1337p0mAh.csv,376675
detailed,ARTERIAL,10C,299,1301.8,9.3826404,8.7,10.3,1306.0,7264,1,0,0.88449518,1,1,detailed\10C\detailed_arterial_cycle299_cap1301p8mAh.csv,367767
detailed,ARTERIAL,10C,304,1265.8,9.4152281,8.7,10.4,1270.3,7079,1,0,0.86003533,1,1,detailed\10C\detailed_arterial_cycle304_cap1265p8mAh.csv,357398
detailed,ARTERIAL,10C,309,1234.0,9.409742,8.7,10.4,1238.4,6898,1,0,0.83842913,1,1,detailed\10C\detailed_arterial_cycle309_cap1234p0mAh.csv,348610
detailed,ARTERIAL,10C,313,1203.5,9.4319165,8.7,10.4,1208.4,6752,1,0,0.81770621,1,1,detailed\10C\detailed_arterial_cycle313_cap1203p5mAh.csv,340855
detailed,DST,10C,288,1390.3,9.0661266,8.7,9.7,1392.2,13394,1,0,0.94462563,1,1,detailed\10C\detailed_dst_cycle288_cap1390p3mAh.csv,630845
detailed,DST,10C,291,1360.2,9.0642034,8.7,9.8,1364.1,13099,1,0,0.92417448,1,1,detailed\10C\detailed_dst_cycle291_cap1360p2mAh.csv,614924
detailed,DST,10C,294,1337.0,9.0759749,8.7,9.8,1343.1,12899,1,0,0.90841147,1,1,detailed\10C\detailed_dst_cycle294_cap1337p0mAh.csv,602126
detailed,DST,10C,299,1301.8,9.0569812,8.7,9.8,1310.1,12634,1,0,0.88449518,1,1,detailed\10C\detailed_dst_cycle299_cap1301p8mAh.csv,584247
detailed,DST,10C,304,1265.8,9.086194,8.7,9.8,1275.2,12328,1,0,0.86003533,1,1,detailed\10C\detailed_dst_cycle304_cap1265p8mAh.csv,572454
detailed,DST,10C,309,1234.0,9.0635894,8.7,9.8,1243.9,11991,1,0,0.83842913,1,1,detailed\10C\detailed_dst_cycle309_cap1234p0mAh.csv,554801
detailed,DST,10C,313,1203.5,9.0902577,8.7,10.0,1214.1,11640,1,0,0.81770621,1,1,detailed\10C\detailed_dst_cycle313_cap1203p5mAh.csv,544296
detailed,EUDC,10C,288,1402.4,9.7057131,8.9,10.6,1404.8,7334,1,0,0.94987808,1,1,detailed\10C\detailed_eudc_cycle288_cap1402p4mAh.csv,361106
detailed,EUDC,10C,291,1380.0,9.7109173,8.9,10.5,1382.8,7282,1,0,0.93470604,1,1,detailed\10C\detailed_eudc_cycle291_cap1380p0mAh.csv,357778
detailed,EUDC,10C,294,1362.6,9.7170213,8.9,10.6,1365.7,7191,1,0,0.92292062,1,1,detailed\10C\detailed_eudc_cycle294_cap1362p6mAh.csv,351379
detailed,EUDC,10C,299,1331.5,9.7071408,8.9,11.0,1334.4,6946,1,0,0.90185587,1,1,detailed\10C\detailed_eudc_cycle299_cap1331p5mAh.csv,339743
detailed,EUDC,10C,304,1303.1,9.7238919,8.9,10.8,1306.1,6881,1,0,0.88261989,1,1,detailed\10C\detailed_eudc_cycle304_cap1303p1mAh.csv,336045
detailed,EUDC,10C,309,1278.7,9.7230133,8.9,10.8,1282.0,6770,1,0,0.8660932,1,1,detailed\10C\detailed_eudc_cycle309_cap1278p7mAh.csv,329794
detailed,EUDC,10C,313,1257.9,9.7504891,8.9,11.3,1260.8,6542,1,0,0.85200488,1,1,detailed\10C\detailed_eudc_cycle313_cap1257p9mAh.csv,319076
detailed,HWFET,10C,288,1402.4,9.894856,8.9,10.9,1404.2,5696,1,0,0.94987808,1,1,detailed\10C\detailed_hwfet_cycle288_cap1402p4mAh.csv,297435
detailed,HWFET,10C,291,1380.0,9.9057768,8.9,10.9,1382.1,5626,1,0,0.93470604,1,1,detailed\10C\detailed_hwfet_cycle291_cap1380p0mAh.csv,293375
detailed,HWFET,10C,294,1362.6,9.9131418,8.9,11.1,1365.1,5570,1,0,0.92292062,1,1,detailed\10C\detailed_hwfet_cycle294_cap1362p6mAh.csv,291141
detailed,HWFET,10C,299,1331.5,9.8783754,8.9,11.0,1334.5,5466,1,0,0.90185587,1,1,detailed\10C\detailed_hwfet_cycle299_cap1331p5mAh.csv,288193
detailed,HWFET,10C,304,1303.1,9.9528355,8.9,11.2,1306.3,5343,1,0,0.88261989,1,1,detailed\10C\detailed_hwfet_cycle304_cap1303p1mAh.csv,279212
detailed,HWFET,10C,309,1278.7,9.9346923,8.9,11.2,1282.0,5249,1,0,0.8660932,1,1,detailed\10C\detailed_hwfet_cycle309_cap1278p7mAh.csv,275082
detailed,HWFET,10C,313,1257.9,9.9631569,8.9,11.4,1260.5,5138,1,0,0.85200488,1,1,detailed\10C\detailed_hwfet_cycle313_cap1257p9mAh.csv,267484
detailed,LA92,10C,290,1404.5,9.7617614,9.0,10.3,1407.8,8005,1,0,0.94776976,1,1,detailed\10C\detailed_la92_cycle290_cap1404p5mAh.csv,421764
detailed,LA92,10C,293,1377.7,9.7778707,9.0,10.4,1382.0,7890,1,0,0.92968486,1,1,detailed\10C\detailed_la92_cycle293_cap1377p7mAh.csv,414702
detailed,LA92,10C,296,1355.7,9.7856769,9.0,10.6,1360.1,7645,1,0,0.91483906,1,1,detailed\10C\detailed_la92_cycle296_cap1355p7mAh.csv,402097
detailed,LA92,10C,301,1319.1,9.781924,9.0,10.6,1324.5,7474,1,0,0.89014104,1,1,detailed\10C\detailed_la92_cycle301_cap1319p1mAh.csv,391694
detailed,LA92,10C,306,1279.9,9.8016816,9.0,10.8,1285.4,7255,1,0,0.86368851,1,1,detailed\10C\detailed_la92_cycle306_cap1279p9mAh.csv,380096
detailed,LA92,10C,311,1247.9,9.7934399,9.0,10.5,1254.1,7195,1,0,0.84209461,1,1,detailed\10C\detailed_la92_cycle311_cap1247p9mAh.csv,377196
detailed,LA92,10C,316,1211.2,9.8377941,9.0,10.8,1217.0,6927,1,0,0.8173291,1,1,detailed\10C\detailed_la92_cycle316_cap1211p2mAh.csv,361886
detailed,MANHATTAN,10C,290,1404.5,9.2044195,9.1,9.8,1409.7,18441,1,0,0.94776976,1,1,detailed\10C\detailed_manhattan_cycle290_cap1404p5mAh.csv,945401
detailed,MANHATTAN,10C,293,1377.7,9.2089238,9.1,9.9,1385.0,18120,1,0,0.92968486,1,1,detailed\10C\detailed_manhattan_cycle293_cap1377p7mAh.csv,927946
detailed,MANHATTAN,10C,296,1355.7,9.1920814,9.0,9.9,1364.7,17882,1,0,0.91483906,1,1,detailed\10C\detailed_manhattan_cycle296_cap1355p7mAh.csv,914721
detailed,MANHATTAN,10C,301,1319.1,9.1716849,9.0,9.8,1330.2,17443,1,0,0.89014104,1,1,detailed\10C\detailed_manhattan_cycle301_cap1319p1mAh.csv,887680
detailed,MANHATTAN,10C,306,1279.9,9.2072807,9.0,9.9,1291.9,16894,1,0,0.86368851,1,1,detailed\10C\detailed_manhattan_cycle306_cap1279p9mAh.csv,862569
detailed,MANHATTAN,10C,311,1247.9,9.189393,9.0,9.9,1260.8,16508,1,0,0.84209461,1,1,detailed\10C\detailed_manhattan_cycle311_cap1247p9mAh.csv,841043
detailed,MANHATTAN,10C,316,1211.2,9.2237019,9.0,9.9,1225.3,16024,1,0,0.8173291,1,1,detailed\10C\detailed_manhattan_cycle316_cap1211p2mAh.csv,817161
detailed,NUREMBERG,10C,288,1402.4,9.0793434,8.9,9.8,1408.9,19737,1,0,0.94987808,1,1,detailed\10C\detailed_nuremberg_cycle288_cap1402p4mAh.csv,993546
detailed,NUREMBERG,10C,291,1380.0,9.074254,8.9,9.9,1386.9,19370,1,0,0.93470604,1,1,detailed\10C\detailed_nuremberg_cycle291_cap1380p0mAh.csv,973332
detailed,NUREMBERG,10C,294,1362.6,9.0767211,8.9,10.0,1369.7,19000,1,0,0.92292062,1,1,detailed\10C\detailed_nuremberg_cycle294_cap1362p6mAh.csv,952626
detailed,NUREMBERG,10C,299,1331.5,9.0521744,8.9,9.9,1339.9,18695,1,0,0.90185587,1,1,detailed\10C\detailed_nuremberg_cycle299_cap1331p5mAh.csv,933641
detailed,NUREMBERG,10C,304,1303.1,9.071251,8.9,9.9,1311.6,18338,1,0,0.88261989,1,1,detailed\10C\detailed_nuremberg_cycle304_cap1303p1mAh.csv,917563
detailed,NUREMBERG,10C,309,1278.7,9.0486446,8.9,9.9,1286.9,17891,1,0,0.8660932,1,1,detailed\10C\detailed_nuremberg_cycle309_cap1278p7mAh.csv,892407
detailed,NUREMBERG,10C,313,1257.9,9.0709133,8.9,9.9,1265.8,17661,1,0,0.85200488,1,1,detailed\10C\detailed_nuremberg_cycle313_cap1257p9mAh.csv,881655
detailed,NYCC,10C,288,1390.1,8.9471162,8.8,9.5,1394.8,17737,1,0,0.94628999,1,1,detailed\10C\detailed_nycc_cycle288_cap1390p1mAh.csv,882904
detailed,NYCC,10C,291,1360.7,8.9359377,8.8,9.5,1366.5,17458,1,0,0.92627638,1,1,detailed\10C\detailed_nycc_cycle291_cap1360p7mAh.csv,871041
detailed,NYCC,10C,294,1337.2,8.9261491,8.7,9.6,1344.1,17079,1,0,0.9102791,1,1,detailed\10C\detailed_nycc_cycle294_cap1337p2mAh.csv,851914
detailed,NYCC,10C,299,1300.8,8.8910305,8.7,9.5,1309.2,16701,1,0,0.88550034,1,1,detailed\10C\detailed_nycc_cycle299_cap1300p8mAh.csv,836053
detailed,NYCC,10C,304,1265.7,8.932881,8.7,9.5,1274.9,16286,1,0,0.86160654,1,1,detailed\10C\detailed_nycc_cycle304_cap1265p7mAh.csv,810679
detailed,NYCC,10C,309,1234.8,8.9274584,8.7,9.6,1244.4,15813,1,0,0.84057182,1,1,detailed\10C\detailed_nycc_cycle309_cap1234p8mAh.csv,787465
detailed,NYCC,10C,313,1204.5,8.9460121,8.7,9.5,1215.5,15522,1,0,0.81994554,1,1,detailed\10C\detailed_nycc_cycle313_cap1204p5mAh.csv,772057
detailed,REP05,10C,290,1404.5,9.9064712,9.1,10.6,1404.2,6274,1,0,0.94776976,1,1,detailed\10C\detailed_rep05_cycle290_cap1404p5mAh.csv,339584
detailed,REP05,10C,293,1377.7,9.9170689,9.1,10.6,1379.4,6216,1,0,0.92968486,1,1,detailed\10C\detailed_rep05_cycle293_cap1377p7mAh.csv,336438
detailed,REP05,10C,296,1355.7,9.9273563,9.1,10.7,1358.4,6090,1,0,0.91483906,1,1,detailed\10C\detailed_rep05_cycle296_cap1355p7mAh.csv,329394
detailed,REP05,10C,301,1319.1,9.940411,9.0,11.0,1323.6,5840,1,0,0.89014104,1,1,detailed\10C\detailed_rep05_cycle301_cap1319p1mAh.csv,314158
detailed,REP05,10C,306,1279.9,9.9697103,9.0,11.0,1284.9,5695,1,0,0.86368851,1,1,detailed\10C\detailed_rep05_cycle306_cap1279p9mAh.csv,307259
detailed,REP05,10C,311,1247.9,9.9607297,9.0,11.1,1253.6,5564,1,0,0.84209461,1,1,detailed\10C\detailed_rep05_cycle311_cap1247p9mAh.csv,299567
detailed,REP05,10C,316,1211.2,10.005369,9.1,11.2,1215.9,5420,1,0,0.8173291,1,1,detailed\10C\detailed_rep05_cycle316_cap1211p2mAh.csv,292672
detailed,SC03,10C,288,1390.1,9.2243738,8.8,9.7,1392.8,9941,1,0,0.94628999,1,1,detailed\10C\detailed_sc03_cycle288_cap1390p1mAh.csv,519286
detailed,SC03,10C,291,1360.7,9.218782,8.8,9.7,1364.9,9770,1,0,0.92627638,1,1,detailed\10C\detailed_sc03_cycle291_cap1360p7mAh.csv,509887
detailed,SC03,10C,294,1337.2,9.2354429,8.8,9.8,1342.5,9528,1,0,0.9102791,1,1,detailed\10C\detailed_sc03_cycle294_cap1337p2mAh.csv,496806
detailed,SC03,10C,299,1300.8,9.2049003,8.7,9.8,1308.0,9326,1,0,0.88550034,1,1,detailed\10C\detailed_sc03_cycle299_cap1300p8mAh.csv,483722
detailed,SC03,10C,304,1265.7,9.2489613,8.8,9.8,1273.9,9146,1,0,0.86160654,1,1,detailed\10C\detailed_sc03_cycle304_cap1265p7mAh.csv,475509
detailed,SC03,10C,309,1234.8,9.2318264,8.7,9.9,1243.4,8848,1,0,0.84057182,1,1,detailed\10C\detailed_sc03_cycle309_cap1234p8mAh.csv,459226
detailed,SC03,10C,313,1204.5,9.2594778,8.8,9.9,1214.2,8694,1,0,0.81994554,1,1,detailed\10C\detailed_sc03_cycle313_cap1204p5mAh.csv,452485
detailed,UDDS,10C,288,1390.3,9.106071,8.7,9.7,1393.7,11102,1,0,0.94462563,1,1,detailed\10C\detailed_udds_cycle288_cap1390p3mAh.csv,576247
detailed,UDDS,10C,291,1360.2,9.1053255,8.7,9.8,1365.3,10891,1,0,0.92417448,1,1,detailed\10C\detailed_udds_cycle291_cap1360p2mAh.csv,564100
detailed,UDDS,10C,294,1337.0,9.1076448,8.7,9.9,1343.6,10687,1,0,0.90841147,1,1,detailed\10C\detailed_udds_cycle294_cap1337p0mAh.csv,553728
detailed,UDDS,10C,299,1301.8,9.0564902,8.6,9.9,1309.9,10462,1,0,0.88449518,1,1,detailed\10C\detailed_udds_cycle299_cap1301p8mAh.csv,539726
detailed,UDDS,10C,304,1265.8,9.1183,8.7,9.7,1275.2,10306,1,0,0.86003533,1,1,detailed\10C\detailed_udds_cycle304_cap1265p8mAh.csv,532478
detailed,UDDS,10C,309,1234.0,9.1094374,8.7,9.8,1243.6,9971,1,0,0.83842913,1,1,detailed\10C\detailed_udds_cycle309_cap1234p0mAh.csv,514401
detailed,UDDS,10C,313,1203.5,9.1358448,8.7,9.9,1213.7,9689,1,0,0.81770621,1,1,detailed\10C\detailed_udds_cycle313_cap1203p5mAh.csv,500005
detailed,US06_HWY,10C,288,1390.1,9.7255835,8.8,10.4,1388.3,5527,1,0,0.94628999,1,1,detailed\10C\detailed_us06_hwy_cycle288_cap1390p1mAh.csv,297249
detailed,US06_HWY,10C,291,1360.7,9.7393542,8.8,10.5,1360.4,5420,1,0,0.92627638,1,1,detailed\10C\detailed_us06_hwy_cycle291_cap1360p7mAh.csv,290843
detailed,US06_HWY,10C,294,1337.2,9.7703494,8.8,10.7,1338.1,5295,1,0,0.9102791,1,1,detailed\10C\detailed_us06_hwy_cycle294_cap1337p2mAh.csv,284239
detailed,US06_HWY,10C,299,1300.8,9.7581198,8.8,10.7,1303.7,5191,1,0,0.88550034,1,1,detailed\10C\detailed_us06_hwy_cycle299_cap1300p8mAh.csv,277571
detailed,US06_HWY,10C,304,1265.7,9.7993692,8.8,10.8,1269.4,5073,1,0,0.86160654,1,1,detailed\10C\detailed_us06_hwy_cycle304_cap1265p7mAh.csv,271652
detailed,US06_HWY,10C,309,1234.8,9.7914396,8.8,11.0,1238.6,4918,1,0,0.84057182,1,1,detailed\10C\detailed_us06_hwy_cycle309_cap1234p8mAh.csv,262546
detailed,US06_HWY,10C,313,1204.5,9.8181837,8.8,11.0,1208.8,4812,1,0,0.81994554,1,1,detailed\10C\detailed_us06_hwy_cycle313_cap1204p5mAh.csv,257475
detailed,ARTERIAL,15-20C,292,1387.2,17.727267,17.3,18.3,1387.0,7720,1,0,0.94251936,1,1,detailed\15-20C\detailed_arterial_cycle292_cap1387p2mAh.csv,398490
detailed,ARTERIAL,15-20C,295,1363.2,16.725036,16.2,17.4,1363.5,7569,1,0,0.9262128,1,1,detailed\15-20C\detailed_arterial_cycle295_cap1363p2mAh.csv,389914
detailed,ARTERIAL,15-20C,300,1332.6,17.749892,17.3,18.4,1333.4,7424,1,0,0.90542193,1,1,detailed\15-20C\detailed_arterial_cycle300_cap1332p6mAh.csv,381007
detailed,ARTERIAL,15-20C,305,1301.9,19.813809,19.3,20.4,1302.7,7256,1,0,0.88456312,1,1,detailed\15-20C\detailed_arterial_cycle305_cap1301p9mAh.csv,373132
detailed,ARTERIAL,15-20C,310,1256.1,14.602783,14.0,15.3,1258.4,7042,1,0,0.85344476,1,1,detailed\15-20C\detailed_arterial_cycle310_cap1256p1mAh.csv,361365
detailed,ARTERIAL,15-20C,314,1228.9,15.685218,15.1,16.4,1231.0,6880,1,0,0.83496399,1,1,detailed\15-20C\detailed_arterial_cycle314_cap1228p9mAh.csv,353408
detailed,DST,15-20C,292,1387.2,17.506167,17.3,18.1,1384.3,13313,1,0,0.94251936,1,1,detailed\15-20C\detailed_dst_cycle292_cap1387p2mAh.csv,642337
detailed,DST,15-20C,295,1363.2,16.456686,16.2,17.1,1361.6,13095,1,0,0.9262128,1,1,detailed\15-20C\detailed_dst_cycle295_cap1363p2mAh.csv,634219
detailed,DST,15-20C,300,1332.6,17.532452,17.3,18.2,1331.9,12745,1,0,0.90542193,1,1,detailed\15-20C\detailed_dst_cycle300_cap1332p6mAh.csv,612166
detailed,DST,15-20C,305,1301.9,19.621813,19.3,20.3,1301.0,12419,1,0,0.88456312,1,1,detailed\15-20C\detailed_dst_cycle305_cap1301p9mAh.csv,593787
detailed,DST,15-20C,310,1256.1,14.325951,14.0,15.1,1259.0,12038,1,0,0.85344476,1,1,detailed\15-20C\detailed_dst_cycle310_cap1256p1mAh.csv,574695
detailed,DST,15-20C,314,1228.9,15.424864,15.1,16.0,1232.8,11909,1,0,0.83496399,1,1,detailed\15-20C\detailed_dst_cycle314_cap1228p9mAh.csv,569882
detailed,EUDC,15-20C,292,1411.8,18.00359,17.5,18.7,1411.6,7353,1,0,0.95624492,1,1,detailed\15-20C\detailed_eudc_cycle292_cap1411p8mAh.csv,363333
detailed,EUDC,15-20C,295,1391.8,16.99707,16.4,17.6,1392.1,7304,1,0,0.94269846,1,1,detailed\15-20C\detailed_eudc_cycle295_cap1391p8mAh.csv,361495
detailed,EUDC,15-20C,300,1364.9,18.018398,17.4,18.7,1365.6,7191,1,0,0.92447846,1,1,detailed\15-20C\detailed_eudc_cycle300_cap1364p9mAh.csv,354698
detailed,EUDC,15-20C,305,1342.0,20.08168,19.5,20.9,1341.8,6954,1,0,0.90896776,1,1,detailed\15-20C\detailed_eudc_cycle305_cap1342p0mAh.csv,342444
detailed,EUDC,15-20C,310,1302.0,14.848189,14.2,15.6,1303.3,6875,1,0,0.88187483,1,1,detailed\15-20C\detailed_eudc_cycle310_cap1302p0mAh.csv,340894
detailed,EUDC,15-20C,314,1284.1,15.926154,15.3,16.7,1285.7,6802,1,0,0.86975075,1,1,detailed\15-20C\detailed_eudc_cycle314_cap1284p1mAh.csv,335089
detailed,HWFET,15-20C,292,1411.8,18.127735,17.5,18.9,1410.6,5722,1,0,0.95624492,1,1,detailed\15-20C\detailed_hwfet_cycle292_cap1411p8mAh.csv,303664
detailed,HWFET,15-20C,295,1391.8,17.127945,16.4,17.9,1390.4,5654,1,0,0.94269846,1,1,detailed\15-20C\detailed_hwfet_cycle295_cap1391p8mAh.csv,300534
detailed,HWFET,15-20C,300,1364.9,18.142916,17.5,18.8,1363.9,5569,1,0,0.92447846,1,1,detailed\15-20C\detailed_hwfet_cycle300_cap1364p9mAh.csv,296443
detailed,HWFET,15-20C,305,1342.0,20.199454,19.6,20.8,1341.1,5491,1,0,0.90896776,1,1,detailed\15-20C\detailed_hwfet_cycle305_cap1342p0mAh.csv,291883
detailed,HWFET,15-20C,310,1302.0,15.008664,14.2,15.9,1302.4,5321,1,0,0.88187483,1,1,detailed\15-20C\detailed_hwfet_cycle310_cap1302p0mAh.csv,279442
detailed,HWFET,15-20C,314,1284.1,16.06958,15.3,16.9,1284.6,5263,1,0,0.86975075,1,1,detailed\15-20C\detailed_hwfet_cycle314_cap1284p1mAh.csv,276725
detailed,LA92,15-20C,294,1405.4,18.077339,17.6,18.6,1406.1,7996,1,0,0.94837708,1,1,detailed\15-20C\detailed_la92_cycle294_cap1405p4mAh.csv,425936
detailed,LA92,15-20C,297,1382.2,17.079328,16.6,17.6,1383.7,7890,1,0,0.93272151,1,1,detailed\15-20C\detailed_la92_cycle297_cap1382p2mAh.csv,419370
detailed,LA92,15-20C,302,1350.8,18.095357,17.6,18.7,1352.6,7624,1,0,0.91153249,1,1,detailed\15-20C\detailed_la92_cycle302_cap1350p8mAh.csv,404927
detailed,LA92,15-20C,307,1316.6,20.172537,19.7,20.7,1318.4,7461,1,0,0.88845401,1,1,detailed\15-20C\detailed_la92_cycle307_cap1316p6mAh.csv,396551
detailed,LA92,15-20C,312,1270.5,14.938234,14.3,15.6,1273.5,7224,1,0,0.8573453,1,1,detailed\15-20C\detailed_la92_cycle312_cap1270p5mAh.csv,382548
detailed,LA92,15-20C,317,1236.9,16.020145,15.4,16.7,1240.1,7049,1,0,0.83467171,1,1,detailed\15-20C\detailed_la92_cycle317_cap1236p9mAh.csv,372843
detailed,MANHATTAN,15-20C,294,1405.4,17.67845,17.5,18.2,1405.2,18427,1,0,0.94837708,1,1,detailed\15-20C\detailed_manhattan_cycle294_cap1405p4mAh.csv,960202
detailed,MANHATTAN,15-20C,297,1382.2,16.651483,16.5,17.2,1383.5,18111,1,0,0.93272151,1,1,detailed\15-20C\detailed_manhattan_cycle297_cap1382p2mAh.csv,943481
detailed,MANHATTAN,15-20C,302,1350.8,17.688291,17.6,18.2,1353.3,17739,1,0,0.91153249,1,1,detailed\15-20C\detailed_manhattan_cycle302_cap1350p8mAh.csv,921981
detailed,MANHATTAN,15-20C,307,1316.6,19.779301,19.7,20.3,1319.1,17320,1,0,0.88845401,1,1,detailed\15-20C\detailed_manhattan_cycle307_cap1316p6mAh.csv,899405
detailed,MANHATTAN,15-20C,312,1270.5,14.466904,14.3,15.1,1277.0,16727,1,0,0.8573453,1,1,detailed\15-20C\detailed_manhattan_cycle312_cap1270p5mAh.csv,868245
detailed,MANHATTAN,15-20C,317,1236.9,15.55605,15.4,16.1,1244.0,16330,1,0,0.83467171,1,1,detailed\15-20C\detailed_manhattan_cycle317_cap1236p9mAh.csv,848001
detailed,NUREMBERG,15-20C,292,1411.8,17.551697,17.4,18.2,1411.7,19738,1,0,0.95624492,1,1,detailed\15-20C\detailed_nuremberg_cycle292_cap1411p8mAh.csv,1027126
detailed,NUREMBERG,15-20C,295,1391.8,16.511191,16.3,17.2,1392.3,19471,1,0,0.94269846,1,1,detailed\15-20C\detailed_nuremberg_cycle295_cap1391p8mAh.csv,1014441
detailed,NUREMBERG,15-20C,300,1364.9,17.580076,17.4,18.3,1365.7,18982,1,0,0.92447846,1,1,detailed\15-20C\detailed_nuremberg_cycle300_cap1364p9mAh.csv,987412
detailed,NUREMBERG,15-20C,305,1342.0,19.659194,19.6,20.3,1342.9,18745,1,0,0.90896776,1,1,detailed\15-20C\detailed_nuremberg_cycle305_cap1342p0mAh.csv,973998
detailed,NUREMBERG,15-20C,310,1302.0,14.329044,14.2,15.0,1305.9,18262,1,0,0.88187483,1,1,detailed\15-20C\detailed_nuremberg_cycle310_cap1302p0mAh.csv,948915
detailed,NUREMBERG,15-20C,314,1284.1,15.436853,15.3,16.2,1287.6,17890,1,0,0.86975075,1,1,detailed\15-20C\detailed_nuremberg_cycle314_cap1284p1mAh.csv,928493
detailed,NYCC,15-20C,292,1387.2,17.429044,17.3,17.9,1387.8,17666,1,0,0.94431586,1,1,detailed\15-20C\detailed_nycc_cycle292_cap1387p2mAh.csv,909118
detailed,NYCC,15-20C,295,1362.6,16.386319,16.3,16.9,1364.0,17447,1,0,0.92756978,1,1,detailed\15-20C\detailed_nycc_cycle295_cap1362p6mAh.csv,895763
detailed,NYCC,15-20C,300,1331.1,17.444034,17.3,18.0,1333.2,16989,1,0,0.90612662,1,1,detailed\15-20C\detailed_nycc_cycle300_cap1331p1mAh.csv,871126
detailed,NYCC,15-20C,305,1300.9,19.54803,19.4,20.0,1303.3,16675,1,0,0.88556841,1,1,detailed\15-20C\detailed_nycc_cycle305_cap1300p9mAh.csv,855334
detailed,NYCC,15-20C,310,1256.7,14.224522,14.1,14.8,1261.5,16116,1,0,0.85547992,1,1,detailed\15-20C\detailed_nycc_cycle310_cap1256p7mAh.csv,827789
detailed,NYCC,15-20C,314,1229.5,15.321372,15.2,15.9,1234.8,15768,1,0,0.83696392,1,1,detailed\15-20C\detailed_nycc_cycle314_cap1229p5mAh.csv,809483
detailed,REP05,15-20C,294,1405.4,18.173363,17.6,18.7,1402.0,6277,1,0,0.94837708,1,1,detailed\15-20C\detailed_rep05_cycle294_cap1405p4mAh.csv,342979
detailed,REP05,15-20C,297,1382.2,17.148145,16.5,17.6,1379.7,6227,1,0,0.93272151,1,1,detailed\15-20C\detailed_rep05_cycle297_cap1382p2mAh.csv,339925
detailed,REP05,15-20C,302,1350.8,18.216603,17.6,18.7,1349.7,6041,1,0,0.91153249,1,1,detailed\15-20C\detailed_rep05_cycle302_cap1350p8mAh.csv,331212
detailed,REP05,15-20C,307,1316.6,20.262019,19.7,20.8,1315.0,5816,1,0,0.88845401,1,1,detailed\15-20C\detailed_rep05_cycle307_cap1316p6mAh.csv,317251
detailed,REP05,15-20C,312,1270.5,15.082617,14.3,15.9,1270.9,5632,1,0,0.8573453,1,1,detailed\15-20C\detailed_rep05_cycle312_cap1270p5mAh.csv,305894
detailed,REP05,15-20C,317,1236.9,16.151118,15.5,17.0,1237.1,5499,1,0,0.83467171,1,1,detailed\15-20C\detailed_rep05_cycle317_cap1236p9mAh.csv,298789
detailed,SC03,15-20C,292,1387.2,17.645432,17.3,18.1,1385.3,9874,1,0,0.94431586,1,1,detailed\15-20C\detailed_sc03_cycle292_cap1387p2mAh.csv,524698
detailed,SC03,15-20C,295,1362.6,16.614706,16.3,17.0,1361.7,9744,1,0,0.92756978,1,1,detailed\15-20C\detailed_sc03_cycle295_cap1362p6mAh.csv,517837
detailed,SC03,15-20C,300,1331.1,17.671383,17.3,18.2,1331.0,9442,1,0,0.90612662,1,1,detailed\15-20C\detailed_sc03_cycle300_cap1331p1mAh.csv,500900
detailed,SC03,15-20C,305,1300.9,19.758721,19.4,20.2,1300.6,9317,1,0,0.88556841,1,1,detailed\15-20C\detailed_sc03_cycle305_cap1300p9mAh.csv,492342
detailed,SC03,15-20C,310,1256.7,14.491433,14.1,14.9,1259.8,9058,1,0,0.85547992,1,1,detailed\15-20C\detailed_sc03_cycle310_cap1256p7mAh.csv,479902
detailed,SC03,15-20C,314,1229.5,15.568802,15.2,16.1,1232.5,8789,1,0,0.83696392,1,1,detailed\15-20C\detailed_sc03_cycle314_cap1229p5mAh.csv,465342
detailed,UDDS,15-20C,292,1387.2,17.529952,17.3,18.1,1386.5,11041,1,0,0.94251936,1,1,detailed\15-20C\detailed_udds_cycle292_cap1387p2mAh.csv,587453
detailed,UDDS,15-20C,295,1363.2,16.500478,16.2,17.1,1363.8,10885,1,0,0.9262128,1,1,detailed\15-20C\detailed_udds_cycle295_cap1363p2mAh.csv,578690
detailed,UDDS,15-20C,300,1332.6,17.548161,17.3,18.2,1333.8,10604,1,0,0.90542193,1,1,detailed\15-20C\detailed_udds_cycle300_cap1332p6mAh.csv,561785
detailed,UDDS,15-20C,305,1301.9,19.627574,19.3,20.3,1303.2,10441,1,0,0.88456312,1,1,detailed\15-20C\detailed_udds_cycle305_cap1301p9mAh.csv,553486
detailed,UDDS,15-20C,310,1256.1,14.351104,14.0,14.9,1260.8,10187,1,0,0.85344476,1,1,detailed\15-20C\detailed_udds_cycle310_cap1256p1mAh.csv,539437
