Current(mA),Voltage(mV),dI(mA),dV(mV),Power(W),RawCapacity(mAh),T(C),SOC
828,4084.1,-70.8,2.2,3.3816348,12,33,0.99103809
756,4086.5,-72,2.4,3.089394,12.2,33,0.99088872
603.9,4092.3,-152.1,5.8,2.47134,12.4,33,0.99073936
525.9,4095.4,-78,3.1,2.1537709,12.5,33,0.99066468
525.9,4095.7,0,0.3,2.1539286,12.7,33,0.99051531
526,4095.8,0.1,0.1,2.1543908,12.8,33,0.99044063
526,4095.9,0,0.1,2.1544434,13,33,0.99029126
603.9,4092.8,77.9,-3.1,2.4716419,13.1,33,0.99021658
761.9,4086.3,158,-6.5,3.113352,13.4,33,0.98999253
1081.8,4072.9,319.9,-13.4,4.4060632,13.7,33,0.98976848
1579.9,4051.8,498.1,-21.1,6.4014388,14.1,33,0.98946975
1783,4041.4,203.1,-10.4,7.2058162,14.6,33,0.98909634
1738.1,4040.6,-44.9,-0.8,7.0229669,15.1,33,0.98872293
1775.1,4037.1,37,-3.5,7.1662562,15.6,33,0.98834951
1813,4033.6,37.9,-3.5,7.3129168,16.1,33,0.9879761
1939,4026.7,126,-6.9,7.8077713,16.6,33,0.98760269
1984.2,4022.8,45.2,-3.9,7.9820398,17.2,33,0.98715459
1842,4026.3,-142.2,3.5,7.4164446,17.7,33,0.98678118
1689.1,4030.8,-152.9,4.5,6.8084243,18.1,33,0.98648245
1435.1,4039.6,-254,8.8,5.79723,18.5,33,0.98618372
1166.9,4049.4,-268.2,9.8,4.7252449,18.9,33,0.98588499
1173.9,4049.1,7,-0.3,4.7532385,19.2,33,0.98566094
1091.1,4052.2,-82.8,3.1,4.4213554,19.5,33,0.98543689
905,4059.3,-186.1,7.1,3.6736665,19.7,33,0.98528753
908,4059.4,3,0.1,3.6859352,20,33,0.98506348
1101.8,4051.9,193.8,-7.5,4.4643834,20.3,33,0.98483943
1303.9,4043.5,202.1,-8.4,5.2723197,20.7,33,0.9845407
1316,4042.1,12.1,-1.4,5.3194036,21,33,0.98431665
1328,4040.7,12,-1.4,5.3660496,21.4,33,0.98401792
1242.9,4043.3,-85.1,2.6,5.0254176,21.7,33,0.98379388
1250.9,4042.5,8,-0.8,5.0567633,22.1,33,0.98349515
